,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,age,WATERDEPTH,DISTLAND,REGION,kmeans_3_label,kmeans_4_label,kmeans_5_label,kmeans_6_label,kmeans_7_label
645,GOM01376,C,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.7787436183,-90.7480137108,,63,19,GULF OF MEXICO,2,2,1,3,5
646,GOM01377,D,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",UNKNOWN,29.241923249,-93.3028272596,14.948665297741274,54,35,GULF OF MEXICO,2,2,1,3,5
647,GOM01378,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,27.9624056506,-93.6447357292,14.483230663928817,332,114,GULF OF MEXICO,2,2,1,3,6
648,GOM01379,C,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.605051617,-90.8090703334,14.732375085557836,63,29,GULF OF MEXICO,2,2,1,2,5
649,GOM01380,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9093462255,-90.4188664569,14.57905544147844,60,9,GULF OF MEXICO,0,1,4,2,3
650,GOM01381,2,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.8025502272,-90.9451079763,,40,16,GULF OF MEXICO,1,0,0,0,0
651,GOM01382,A,IN SERVICE,APACHE CORP.,UNKNOWN,30.168188738,-87.7938016127,14.976043805612594,49,5,GULF OF MEXICO,1,0,0,0,0
652,GOM01384,G,IN SERVICE,"CONTANGO OPERATORS, INC.",BOTH,29.3825449051,-91.7800569828,15.887748117727584,12,6,GULF OF MEXICO,1,0,0,0,0
653,GOM01385,G-AUX,IN SERVICE,"CONTANGO OPERATORS, INC.",UNKNOWN,29.3825476551,-91.7800569928,15.887748117727584,12,6,GULF OF MEXICO,0,3,3,5,2
654,GOM01386,A,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,29.3531574386,-88.8854500958,14.926762491444215,83,12,GULF OF MEXICO,1,0,0,0,0
655,GOM01387,4,IN SERVICE,TANA EXPLORATION CO. LLC,BOTH,29.5185439192,-93.5508784812,14.001368925393566,36,16,GULF OF MEXICO,1,0,0,0,0
656,GOM01388,233,IN SERVICE,CHEVRON USA INC.,BOTH,29.4580405383,-92.0436482308,14.568104038329912,12,7,GULF OF MEXICO,0,1,2,1,1
657,GOM01389,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.6705590264,-92.2677393581,14.833675564681725,133,59,GULF OF MEXICO,2,2,1,3,5
658,GOM01391,1,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",UNKNOWN,28.7979662559,-93.0250766162,,93,58,GULF OF MEXICO,2,2,1,3,5
659,GOM01392,A,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,29.229327864,-92.814172889,,63,28,GULF OF MEXICO,2,2,1,3,6
660,GOM01393,A,IN SERVICE,TALOS ENERGY OFFSHORE LLC,NATURAL GAS,29.2064713004,-92.3839331387,14.685831622176591,34,22,GULF OF MEXICO,1,0,0,0,0
661,GOM01394,B-AUX,IN SERVICE,"W & T OFFSHORE, INC.",NONE,28.7635593226,-92.5855696648,14.483230663928817,110,55,GULF OF MEXICO,1,0,0,0,0
662,GOM01395,D,IN SERVICE,NOT AVAILABLE,UNKNOWN,28.2711024426,-93.3438570161,,-999,-999,GULF OF MEXICO,1,0,0,0,0
663,GOM01396,D,IN SERVICE,"PETROQUEST ENERGY, LLC",BOTH,29.3367599593,-92.9884475308,14.151950718685832,55,23,GULF OF MEXICO,2,2,1,3,5
664,GOM01397,2,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,29.2466272658,-91.9605449525,,25,17,GULF OF MEXICO,2,2,1,3,5
665,GOM01398,1,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,29.3445412535,-92.0539354612,14.469541409993155,20,14,GULF OF MEXICO,1,0,0,0,0
666,GOM01399,A,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,29.3445412535,-92.0539354512,12.158795345653662,20,14,GULF OF MEXICO,0,3,3,5,2
667,GOM01400,L,IN SERVICE,STONE ENERGY CORP.,BOTH,29.4015192004,-92.9884721815,,51,19,GULF OF MEXICO,1,0,0,0,6
668,GOM01402,4,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.9645017925,-91.9727440987,14.217659137577002,71,36,GULF OF MEXICO,1,0,0,0,0
669,GOM01404,F,IN SERVICE,ANKOR ENERGY LLC,UNKNOWN,29.0642465424,-88.955365691,41.90554414784394,192,6,GULF OF MEXICO,1,0,0,0,0
670,GOM01405,B,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",BOTH,28.944158043,-93.1407531901,13.492128678986996,77,52,GULF OF MEXICO,0,1,4,2,3
671,GOM01406,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.71995745,-88.3833475502,13.752224503764545,128,27,GULF OF MEXICO,2,2,1,3,5
672,GOM01407,1,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",UNKNOWN,28.9874908262,-93.4252226933,,80,53,GULF OF MEXICO,1,0,0,0,0
673,GOM01408,JE,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,29.0634079526,-91.448452783,13.637234770704996,25,16,GULF OF MEXICO,1,0,1,2,3
674,GOM01409,1,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",UNKNOWN,28.8848718843,-93.4255364121,,71,59,GULF OF MEXICO,1,0,0,0,6
675,GOM01411,58,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.9655703876,-91.9791109541,13.815195071868583,73,36,GULF OF MEXICO,1,0,0,0,0
676,GOM01412,C,IN SERVICE,WALTER OIL & GAS CORP.,BOTH,28.5750274582,-90.8051763219,13.848049281314168,73,31,GULF OF MEXICO,0,1,2,1,1
677,GOM01413,F,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.5995339688,-90.568434894,,85,32,GULF OF MEXICO,1,0,0,0,6
678,GOM01414,A,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.5924244542,-91.8396944805,,140,56,GULF OF MEXICO,2,2,1,3,5
679,GOM01415,14,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,29.3234251914,-92.084119492,13.763175906913071,20,16,GULF OF MEXICO,1,0,0,0,0
680,GOM01416,B,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,29.3234251914,-92.084119492,10.127310061601642,20,16,GULF OF MEXICO,2,2,2,1,1
681,GOM01417,B,IN SERVICE,PROBE RESOURCES US LTD.,UNKNOWN,28.5256483469,-92.9499972191,,147,75,GULF OF MEXICO,1,0,0,0,6
682,GOM01419,I,IN SERVICE,"CONTANGO OPERATORS, INC.",BOTH,29.3890715439,-91.7761891368,13.738535249828884,12,6,GULF OF MEXICO,1,0,0,0,0
683,GOM01420,D,IN SERVICE,TANA EXPLORATION CO. LLC,BOTH,28.0747382898,-96.4933357079,13.555099247091034,77,13,GULF OF MEXICO,1,0,0,0,0
684,GOM01421,A,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,28.9551906648,-90.0888297973,,82,11,GULF OF MEXICO,2,2,1,3,5
685,GOM01422,#4,IN SERVICE,NOT AVAILABLE,UNKNOWN,29.5691681259,-88.9264324675,,-999,-999,GULF OF MEXICO,0,1,2,1,1
686,GOM01423,E,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,29.0818363428,-91.4883786391,13.730321697467488,26,16,GULF OF MEXICO,0,1,4,4,4
687,GOM01424,B,IN SERVICE,"CONTANGO OPERATORS, INC.",BOTH,28.3581643358,-90.9275220776,13.60164271047228,167,60,GULF OF MEXICO,0,1,4,4,4
688,GOM01425,B (NEWFIELD),IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.9567627674,-89.7520474159,13.544147843942506,156,32,GULF OF MEXICO,1,0,0,0,0
689,GOM01427,CAISSON NO.6,IN SERVICE,"ROOSTER PETROLEUM, LLC",NONE,29.2978011131,-91.7289181472,13.152635181382614,16,13,GULF OF MEXICO,1,0,0,0,6
690,GOM01428,B(OLYMPUS),IN SERVICE,SHELL OFFSHORE INC.,BOTH,28.1601468957,-89.2391608069,10.32991101984942,3028,-999,GULF OF MEXICO,2,2,2,1,1
691,GOM01430,C,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.1803321554,-92.6946521516,13.4072553045859,243,95,GULF OF MEXICO,2,2,1,3,5
692,GOM01431,E,IN SERVICE,STONE ENERGY CORP.,BOTH,28.8941269046,-90.8099335723,13.163586584531142,24,10,GULF OF MEXICO,0,3,3,5,2
693,GOM01432,C,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",BOTH,28.5680869673,-92.7824233986,13.377138945927449,138,70,GULF OF MEXICO,1,0,0,0,0
694,GOM01433,NO.22,IN SERVICE,NOT AVAILABLE,UNKNOWN,29.0042790191,-90.526993762,,-999,-999,GULF OF MEXICO,0,1,4,4,4
695,GOM01434,A,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.5764313768,-88.6009769153,13.160848733744013,91,20,GULF OF MEXICO,1,0,0,0,0
696,GOM01435,B,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",BOTH,28.5093588556,-93.1590386094,13.316906228610542,146,81,GULF OF MEXICO,1,0,0,0,0
697,GOM01436,I,IN SERVICE,CHEVRON USA INC.,BOTH,29.3595118441,-88.9346100407,12.936344969199178,68,11,GULF OF MEXICO,1,0,0,0,6
698,GOM01437,H,IN SERVICE,CHEVRON USA INC.,BOTH,28.5896887886,-92.445953769,12.856947296372349,129,65,GULF OF MEXICO,1,0,0,0,0
699,GOM01438,"""A"" SUMP",IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.5227199182,-92.0628303402,12.47091033538672,13,-999,GULF OF MEXICO,1,0,0,0,6
700,GOM01439,C,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.3240394017,-91.3957676088,12.684462696783026,225,56,GULF OF MEXICO,1,0,0,0,0
701,GOM01440,NO.1,IN SERVICE,"APEX OIL & GAS, INC.",UNKNOWN,29.5269742575,-92.7540515499,12.947296372347708,37,6,GULF OF MEXICO,1,0,0,0,0
702,GOM01441,G,IN SERVICE,"CASTEX OFFSHORE, INC.",BOTH,28.5912813657,-91.7962170248,12.780287474332647,138,55,GULF OF MEXICO,2,2,1,3,5
703,GOM01442,A,IN SERVICE,APACHE CORP.,UNKNOWN,29.171842929,-88.6030836792,,287,23,GULF OF MEXICO,1,0,0,0,0
704,GOM01443,2,IN SERVICE,"CASTEX OFFSHORE, INC.",BOTH,29.1819574993,-94.3700553911,12.785763175906911,51,23,GULF OF MEXICO,0,1,2,1,1
705,GOM01444,D,IN SERVICE,"CASTEX OFFSHORE, INC.",UNKNOWN,29.181848582,-94.3700101291,11.63586584531143,51,23,GULF OF MEXICO,1,0,0,0,0
706,GOM01445,#2,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.6002778564,-90.5617182733,,85,31,GULF OF MEXICO,1,0,0,0,0
707,GOM01446,H,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.1183336617,-96.3914388917,12.700889801505818,84,13,GULF OF MEXICO,0,3,3,5,2
708,GOM01447,A,IN SERVICE,"CONTANGO OPERATORS, INC.",BOTH,28.9210140391,-92.2270068912,12.621492128678987,87,42,GULF OF MEXICO,1,0,0,0,0
709,GOM01448,A- WHO DAT,IN SERVICE,"LLOG EXPLORATION OFFSHORE, LLC",BOTH,28.4156409749,-89.0162386697,12.380561259411362,3280,39,GULF OF MEXICO,1,0,0,0,0
710,GOM01449,A,IN SERVICE,"PEREGRINE OIL & GAS II, LLC",BOTH,28.1943713088,-94.7641921031,12.462696783025326,177,59,GULF OF MEXICO,2,1,2,1,1
711,GOM01450,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.171842929,-88.6030836792,12.161533196440796,287,23,GULF OF MEXICO,0,3,3,5,2
712,GOM01451,#8,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.5559383859,-88.6422008578,,75,19,GULF OF MEXICO,1,0,0,0,6
713,GOM01453,10,IN SERVICE,"CONN ENERGY, INC.",UNKNOWN,29.3820590022,-93.2770290687,,41,26,GULF OF MEXICO,0,3,3,5,2
714,GOM01454,JACK ST. MALO,IN SERVICE,CHEVRON USA INC.,BOTH,26.2352879233,-91.2611395666,9.99315537303217,6950,-999,GULF OF MEXICO,1,0,0,0,0
715,GOM01455,D,IN SERVICE,"PETROQUEST ENERGY, LLC",BOTH,28.9203732669,-89.6216649191,12.109514031485284,201,12,GULF OF MEXICO,1,0,0,0,0
716,GOM01456,A,IN SERVICE,"ROOSTER PETROLEUM, LLC",BOTH,28.7701518981,-89.9722752965,12.09034907597536,154,26,GULF OF MEXICO,1,0,0,0,6
717,GOM01457,D,IN SERVICE,WALTER OIL & GAS CORP.,BOTH,28.590558255,-90.8023135277,12.227241615331964,67,30,GULF OF MEXICO,0,1,4,4,4
718,GOM01458,#3,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.7471042535,-91.6780819948,,88,42,GULF OF MEXICO,1,0,0,0,6
719,GOM01459,NO.3,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,28.5742383895,-90.7833242513,12.06570841889117,75,32,GULF OF MEXICO,1,0,0,0,0
720,GOM01460,NO.1,IN SERVICE,"CONTANGO OPERATORS, INC.",UNKNOWN,28.7945176059,-91.0161376582,,37,18,GULF OF MEXICO,1,0,0,0,6
721,GOM01461,B,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.1343680946,-89.5423721636,11.071868583162216,41,6,GULF OF MEXICO,1,0,0,0,6
722,GOM01462,B,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.2595176258,-91.0609802706,11.55920602327173,242,66,GULF OF MEXICO,1,0,0,0,0
723,GOM01463,K,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.1963631889,-91.6666903887,11.4798083504449,270,67,GULF OF MEXICO,1,0,0,0,0
724,GOM01464,B,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.8140863028,-90.8792933325,,56,-999,GULF OF MEXICO,1,0,0,0,0
725,GOM01465,#2,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,29.36214453,-92.0789464233,,18,-999,GULF OF MEXICO,2,2,2,1,1
726,GOM01467,A,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.229043968,-92.5304459697,11.3347022587269,223,-999,GULF OF MEXICO,1,0,0,0,0
727,GOM01468,5,IN SERVICE,"CONTANGO OPERATORS, INC.",UNKNOWN,28.7669804007,-90.7259517204,,64,-999,GULF OF MEXICO,1,0,0,0,6
728,GOM01469,1,IN SERVICE,NOT AVAILABLE,UNKNOWN,28.8823505674,-90.7305732128,,-999,-999,GULF OF MEXICO,1,0,0,0,6
729,GOM01470,NO.1,IN SERVICE,BOIS D' ARC EXPLORATION LLC,UNKNOWN,28.6610356147,-91.1021289787,,57,-999,GULF OF MEXICO,1,0,0,0,6
730,GOM01471,B,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.8140863028,-90.8792933325,,56,-999,GULF OF MEXICO,1,0,0,0,6
731,GOM01472,WELL #15,IN SERVICE,STONE ENERGY CORP.,BOTH,29.3789750856,-93.0355245523,10.16290212183436,52,-999,GULF OF MEXICO,1,0,0,0,0
732,GOM01473,NO.14,IN SERVICE,"CONN ENERGY, INC.",UNKNOWN,29.3963915631,-93.2510788388,11.132101300479125,41,-999,GULF OF MEXICO,1,0,0,0,0
733,GOM01474,GULFSTAR 1,IN SERVICE,HESS CORP.,BOTH,28.2352319138,-88.9953891977,,4600,-999,GULF OF MEXICO,1,0,0,0,6
734,GOM01475,C,IN SERVICE,"PETROQUEST ENERGY, LLC",BOTH,28.421825676,-90.866251861,11.055441478439423,135,47,GULF OF MEXICO,0,1,2,1,1
735,GOM01476,2,IN SERVICE,WALTER OIL & GAS CORP.,BOTH,29.5838022532,-93.2054248995,,40,12,GULF OF MEXICO,2,2,1,3,6
736,GOM01477,1,IN SERVICE,NOT AVAILABLE,UNKNOWN,29.3509762525,-92.2757339153,,-999,-999,GULF OF MEXICO,2,2,1,3,5
737,GOM01478,10,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NONE,29.4575514332,-88.8305156232,10.954140999315538,58,30,GULF OF MEXICO,2,2,1,3,5
738,GOM01479,1,IN SERVICE,"CASTEX OFFSHORE, INC.",BOTH,28.877531533,-90.6198951184,,55,24,GULF OF MEXICO,1,0,0,0,6
739,GOM01480,C,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.8480857671,-92.4729582699,,106,-999,GULF OF MEXICO,0,1,2,1,1
740,GOM01481,J,IN SERVICE,DISCOVERY GAS TRANSMISSION LLC,UNKNOWN,28.2203084212,-90.2199887433,10.297056810403832,347,-999,GULF OF MEXICO,2,2,1,3,5
741,GOM01482,A,IN SERVICE,WALTER OIL & GAS CORP.,BOTH,28.6894410911,-90.3322771967,10.704996577686517,85,-999,GULF OF MEXICO,0,1,4,4,4
742,GOM01483,11,IN SERVICE,APACHE CORP.,UNKNOWN,28.9461779075,-90.7596922969,,35,-999,GULF OF MEXICO,0,1,4,2,3
743,GOM01484,B,IN SERVICE,BOIS D' ARC EXPLORATION LLC,BOTH,28.63721636,-91.0673355343,10.691307323750856,63,33,GULF OF MEXICO,1,0,0,0,6
744,GOM01485,A,IN SERVICE,TANA EXPLORATION CO. LLC,BOTH,29.5259244127,-88.3398789213,10.67214236824093,147,67,GULF OF MEXICO,0,1,2,1,1
745,GOM01486,1,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.6287411789,-91.3124023244,10.841889117043122,93,40,GULF OF MEXICO,1,0,0,0,6
746,GOM01487,G,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",BOTH,28.7290965494,-91.876139092,10.480492813141684,106,-999,GULF OF MEXICO,1,0,0,0,6
747,GOM01488,A,IN SERVICE,TANA EXPLORATION CO. LLC,BOTH,29.5419937962,-88.9897550467,10.38466803559206,30,-999,GULF OF MEXICO,1,0,0,0,0
748,GOM01489,E,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.6497730718,-92.0701601556,10.505133470225871,130,64,GULF OF MEXICO,2,2,1,3,5
749,GOM01490,H,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.9847922481,-90.1796579938,10.217659137577002,60,-999,GULF OF MEXICO,2,2,1,3,5
750,GOM01491,19,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.1458467783,-89.5726352963,9.65639972621492,35,7,GULF OF MEXICO,0,3,3,5,2
751,GOM01492,DD,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,29.1194581408,-89.5611945332,9.927446954141,45,-999,GULF OF MEXICO,0,3,3,5,2
752,GOM01493,1,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,28.7259460809,-90.2363358619,,115,-999,GULF OF MEXICO,0,1,2,1,1
753,GOM01494,#1,IN SERVICE,"HALL-HOUSTON EXPLORATION IV, LP",UNKNOWN,29.1895103955,-91.9436701807,,25,-999,GULF OF MEXICO,0,1,4,2,3
754,GOM01495,66,IN SERVICE,STONE ENERGY CORP.,BOTH,28.8949817192,-90.7976306679,10.477754962354553,24,15,GULF OF MEXICO,1,0,0,0,0
755,GOM01496,B,IN SERVICE,WALTER OIL & GAS CORP.,NONE,28.3813780835,-90.5349037742,9.796030116358658,158,55,GULF OF MEXICO,0,3,3,5,2
756,GOM01497,I,IN SERVICE,"CASTEX OFFSHORE, INC.",BOTH,28.5269256439,-92.1776623742,9.702943189596168,160,-999,GULF OF MEXICO,0,1,2,1,1
757,GOM01498,A,IN SERVICE,"LLOG EXPLORATION OFFSHORE, LLC",BOTH,28.3661741388,-90.2019110658,,220,-999,GULF OF MEXICO,1,0,0,0,0
758,GOM01499,1,IN SERVICE,BYRON ENERGY INC.,NONE,28.9794155268,-92.0090970045,9.782340862422998,66,-999,GULF OF MEXICO,2,2,1,3,5
759,GOM01500,A,IN SERVICE,TANA EXPLORATION CO. LLC,OIL,29.0112552786,-89.5610366242,9.859000684462696,59,-999,GULF OF MEXICO,1,0,0,0,0
760,GOM01501,WELL 1,IN SERVICE,"NORTHSTAR OFFSHORE GROUP, LLC",UNKNOWN,28.9622216597,-91.8513756831,,64,-999,GULF OF MEXICO,1,0,0,0,0
761,GOM01502,1,IN SERVICE,"CASTEX OFFSHORE, INC.",BOTH,29.2843051675,-93.8727338979,9.95482546201232,51,-999,GULF OF MEXICO,1,0,0,0,0
762,GOM01503,J,IN SERVICE,"EPL OIL & GAS, INC.",BOTH,29.1362067245,-89.610707671,9.730321697467488,43,7,GULF OF MEXICO,0,1,4,4,4
763,GOM01504,C,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.358096434,-88.2651997905,,200,-999,GULF OF MEXICO,1,0,0,0,0
764,GOM01505,C,IN SERVICE,CHEVRON USA INC.,BOTH,29.4453807377,-92.0570279277,9.13347022587269,15,-999,GULF OF MEXICO,0,1,4,4,4
765,GOM01506,E-AUX-2,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.5212217699,-90.9020250968,9.086926762491444,106,-999,GULF OF MEXICO,1,0,0,0,0
766,GOM01507,A (LUCIUS),IN SERVICE,ANADARKO PETROLEUM CORP.,BOTH,26.132271245,-92.0401355779,9.700205338809036,7000,-999,GULF OF MEXICO,2,2,1,2,3
767,GOM01508,C,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.0151393613,-93.9558626648,,253,-999,GULF OF MEXICO,0,1,1,2,3
768,GOM01509,2,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.7312552638,-91.472288107,9.412731006160165,78,-999,GULF OF MEXICO,0,1,2,1,1
769,GOM01510,1,IN SERVICE,WALTER OIL & GAS CORP.,NONE,28.8005822524,-90.6289100201,,64,-999,GULF OF MEXICO,0,1,4,4,4
770,GOM01511,C,IN SERVICE,TANA EXPLORATION CO. LLC,NONE,28.4150371335,-92.4890924315,9.270362765229295,188,-999,GULF OF MEXICO,0,1,1,2,3
771,GOM01513,A-VALVE(DOT),IN SERVICE,"TRANSCONTINENTAL GAS PIPE LINE CO., LLC",UNKNOWN,28.314918802,-95.6208144506,54.90485968514716,95,26,GULF OF MEXICO,1,0,0,0,6
772,GOM01514,A,IN SERVICE,APACHE CORP.,UNKNOWN,29.4490756807,-94.1578903376,68.90622861054072,44,11,GULF OF MEXICO,1,0,0,0,0
773,GOM01522,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,29.2666726534,-94.3400259811,60.90622861054072,54,19,GULF OF MEXICO,1,0,0,0,0
774,GOM01523,A-AUXILIARY,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,29.266494488,-94.3398841754,29.987679671457904,54,19,GULF OF MEXICO,0,1,4,4,4
775,GOM01543,A,IN SERVICE,"MC OFFSHORE PETROLEUM, LLC",UNKNOWN,29.2600520954,-94.1223716941,57.90554414784394,55,24,GULF OF MEXICO,2,2,2,1,1
776,GOM01554,A,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.3138038537,-94.2190502314,48.90622861054072,45,18,GULF OF MEXICO,2,2,1,3,5
777,GOM01557,1,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.2450452523,-93.7925638797,55.90691307323751,40,29,GULF OF MEXICO,1,0,0,0,6
778,GOM01565,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.0005481781,-94.7648166416,51.90691307323751,61,17,GULF OF MEXICO,1,0,0,0,0
779,GOM01575,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,27.9261932785,-93.9446756514,48.90622861054072,327,106,GULF OF MEXICO,1,0,0,0,0
780,GOM01577,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,27.9857170648,-93.4585499409,47.90691307323751,350,118,GULF OF MEXICO,2,2,1,2,3
781,GOM01579,A,IN SERVICE,APACHE CORP.,NONE,28.0191053328,-93.4586903987,47.90691307323751,305,116,GULF OF MEXICO,1,0,0,0,0
782,GOM01580,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,28.2422900853,-93.5573312429,47.90691307323751,210,100,GULF OF MEXICO,1,0,0,0,6
783,GOM01581,A,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.132881932,-93.6760927804,48.90622861054072,220,104,GULF OF MEXICO,0,1,4,2,3
784,GOM01583,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,27.9036859623,-93.9590968497,48.90622861054072,336,106,GULF OF MEXICO,0,1,2,1,1
785,GOM01587,5,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.271984764,-93.7848338881,47.90691307323751,49,28,GULF OF MEXICO,1,0,0,0,0
786,GOM01588,CPF,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.271984644,-93.784830748,47.90691307323751,49,28,GULF OF MEXICO,1,0,0,0,6
787,GOM01589,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,27.9030778753,-95.9878801965,48.90622861054072,188,39,GULF OF MEXICO,0,1,4,2,3
788,GOM01592,A,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.2553701819,-94.2090097678,47.90691307323751,173,78,GULF OF MEXICO,0,1,2,2,3
789,GOM01593,A,IN SERVICE,GOM SHELF LLC,NATURAL GAS,27.854796973,-96.0366639562,47.90691307323751,200,40,GULF OF MEXICO,2,2,2,1,1
790,GOM01595,B,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.228004803,-94.1858136682,47.90691307323751,180,81,GULF OF MEXICO,1,0,0,0,6
